complaint_id,date_received,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings,complainant_sex,complainant_race,general_cap_classification,summary,complainant_age,district_occurrence
18-0005,1/8/2018,57849466,white,male,0800 08TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-22-17 at 3:00pm, proper police procedures were not followed by an officer assigned to the 8th District.",,800
16-0432,9/7/2016,18759080,white,male,0200 02ND DISTRICT,OTHER MISCONDUCT,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-28-16 at 5:00pm, they noticed and officer assigned to the 2nd District is violating departmental policy.",25,600
16-0613,12/6/2016,97331239,black,male,0200 02ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 11-28-16, at 2:40 PM they did not receive proper service from an officer assigned to the 2nd District.",80,200
20-0095,3/3/2020,64447099,white,male,3500 35TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,white,DOMESTIC,"According to the complainant, on several occasions, an officer assigned to the 35th District has abused his authority.",,700
18-0111,3/15/2018,29180642,black,male,3500 35TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-18 at 8:45pm, they were verbally abused and falsely detained by officers assigned to the 35th District.",20,3900
19-0603,11/18/2019,52594568,latino,female,1500 15TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-13-19 at 7:17 PM, they did not receive proper service and authority was abused by officers while in the confines of the 8th District.",39,800
19-0467,9/16/2019,45301362,white,male,1200 12TH DISTRICT,HARASSMENT,Sustained Finding,Pending,male,white,HARASSMENT,"According to the complainant, since 5-8-19, while in the confines of the 2nd District, they are being harassed by off-duty officers assigned to the 12th District.",57,200
19-0580,11/6/2019,88349229,white,male,0900 09TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,white,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-23-19 at 1:50 PM, they were verbally abused and departmental policy was violated by an officer assigned to the 9th District.",,900
18-0003,1/4/2018,58821412,white,male,1400 14TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-27-17 at 4:05pm, they were treated unprofessionally by officers assigned to the 14th District.",42,1400
18-0399,8/15/2018,44110719,latino,female,0500 05TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,white,VERBAL ABUSE,"According to the complainant, on 8-9-18 at 9:30pm, they were verbally abused and did not receive proper service from officers assigned to the 5th District.",45,500
16-0487,10/7/2016,92839547,white,male,0200 02ND DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,female,latino,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-11-16 at 7:05pm, they were racially profiled by officers assigned to the 2nd District.",51,200
17-0168,4/28/2017,85892068,black,male,1400 14TH DISTRICT,REFERRED TO OTHER AGENCY/C.A.P. INVESTIGATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-28-17, officers assigned to the 14th District falsified official documentation.",33,
19-0577,11/5/2019,35710298,white,male,2500 25TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, in October of 2019, officers violated departmental policies and failed to provide proper service while in the confines of the 25th District.",36,2500
18-0610,12/26/2018,43058606,white,male,1900 19TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,LACK OF SERVICE,"According to the complainant, on 11-21-18 at 6:00pm, they did not receive proper service from officers assigned to the 19th District.",42,1900
18-0226,5/9/2018,72577325,other,male,9807 SUMMER INITIATIVE,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-3-18 at 1:20am, they were verbally abused and treated unprofessionally, by officers assigned to the 14th District.",29,1400
18-0385,8/10/2018,58099405,white,female,6400 NORTHEAST DET,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-18 at 4:00pm, a detective assigned to Northeast Detective Division did not follow proper police procedure.",,1500
20-0013,1/13/2020,74887029,white,male,1900 19TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-6-20 at 5:15 PM, they were improperly stopped by officers assigned to the 19th District.",90,5700
17-0262,6/1/2017,54003908,white,male,2500 25TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 5-22-17 at 7:00pm, they were verbally abused, improperly detained and not given proper service by an officer assigned to the 25th District.",43,2500
20-0097,3/4/2020,26385995,white,male,9803 CIVIL AFFAIRS UNIT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-24-20 at 12:30 PM, unknown officers abused their authority, harassed and verbally abused him.",62,900
19-0214,5/13/2019,66794912,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-7-19 at 9:50 PM, they were verbally abused, harassed and treated unprofessionally by officers assigned to the 35th District.",51,3500
15-0364,7/6/2015,47882806,latino,male,2200 22ND DISTRICT,HARASSMENT,No Sustained Findings,Not Applicable,female,black,HARASSMENT,"According to the complainant, on 6-12-15 at 7:45pm, a sergeant assigned to the 22nd District, did not follow proper police procedure.",42,2200
19-0572,11/1/2019,28716642,white,female,3900 39TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-22-19 at 8:56 PM, officers acted in an unprofessional manner and violated departmental directives while in the confines of the 39th District.",,3900
18-0460,9/20/2018,53566343,latino,male,0300 03RD DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 9-13-18, they were not treated properly by officers assigned to the 3rd District.",38,300
17-0299,6/14/2017,95972711,white,male,0200 02ND DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,female,black,PHYSICAL ABUSE,"According to the complainant, on 6-6-17 at 2:00am, they were physically abused by an officer assigned to the 35th District.",34,3500
16-0306,6/23/2016,29664213,white,male,1900 19TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-15-16 at 6:53pm, they were treated unprofessionally by officers assigned to the 19th District.",29,1900
19-0473,9/18/2019,85412103,white,male,1400 14TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 9-2-19 at 2:00 PM, they did not receive proper service from unknown 14th District officers.",48,1400
18-0556,11/21/2018,86478120,black,female,6500 SOUTHWEST DET,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-19-18 at 7:30pm, they did not receive proper service and treated unprofessionally by officers assigned to the 16th District.",28,1600
16-0339,7/21/2016,57088491,black,male,2200 22ND DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,female,black,LACK OF SERVICE,"According to the complainant, on 7-7-16 at 1:17am, they did not receive proper service from officers assigned to the 22nd District.",26,2200
16-0113,3/7/2016,,,,,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-15-16 at 8:23am, their residence was improperly entered by officers assigned to the 19th District.",116,3800
16-0259,5/26/2016,37788431,white,male,4601 S.W.A.T.,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-15-16 at 5:58pm, they were harassed and their property was damaged by a detective assigned to Southwest Detective Division.",42,1900
17-0570,11/14/2017,47882806,latino,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 10-25-17 at 4:30pm, they were falsely arrested by a sergeant assigned to the 22nd District.",40,2200
16-0276,6/7/2016,,,,,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-1-16 at 8:30pm, they were verbally and physically abused by an officers assigned to the 15th District.",74,3000
16-0091,2/22/2016,57120763,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,asian,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-12-16, they were illegally searched and verbally abused by an officer assigned to the 22nd District.",29,2300
16-0566,11/14/2016,82432233,white,male,9807 SUPP POLICE SERVICE,INVESTIGATION ONGOING,Pending,Pending,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-22-16 at 4:00pm, they were treated unprofessionally by officers assigned to the 18th District.",67,1900
19-0308,6/25/2019,52393037,white,male,0100 01ST DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 6-20-19 at 3:10 PM, they were physically abused by officers while in the confines of the 1st District.",,100
15-0767,12/31/2015,63972799,latino,male,1900 19TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-21-15 at 9:30pm, they were harassed by officers assigned to Counter Terrorism. This incident occurred in the confines of the 19th District.",25,1900
16-0230,5/9/2016,89916154,black,female,7403 NARC FIELD UNIT NOR,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-27-16 at 6:45am, their residence was improperly searched by officers assigned to the Narcotics Field Unit. This incident occurred in the confines of the 26th District.",67,2600
19-0500,10/1/2019,79842378,white,male,7401 NARC FIELD UNIT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-24-19 at 11:55 AM, they are missing money and their property was damaged by an officer assigned to the Narcotics Field Unit within the confines of the 3rd District.",49,300
18-0108,3/15/2018,61380884,white,male,0800 08TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 3-11-18 at 3:00pm, they were verbally and physically abused by an officer assigned to the 8th District.",60,1600
17-0525,10/20/2017,48359338,black,male,1500 15TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,latino,DEPARTMENTAL VIOLATIONS,"According to the complainants, on 10-16-17 at 7:15pm, they were verbally abused and did not receive proper service from a sergeant and officers assigned to the 15th District.",,1500
15-0712,12/2/2015,76921388,black,male,2500 25TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,CRIMINAL ALLEGATION,"According to the complainant, on 11-12-15 at 8:00pm, they were verbally abused and their vehicle was improperly searched by a supervisor and officers assigned to the 25th District.",47,2500
20-0281,6/16/2020,91929056,white,male,1900 19TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,white,LACK OF SERVICE,"According to the complainant, on 6-9-20, they did not receive proper service from officers while in the confines of the 19th District.",81,1900
19-0026,1/24/2019,44749643,white,male,4500 CENTER CITY DISTRIC,HARASSMENT,Sustained Finding,Pending,female,white,SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 1-14-19, they were harassed by an officer assigned to the Center City District.",19,600
17-0457,9/19/2017,39924413,white,male,6500 SOUTHWEST DET,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, their juvenile family member was arrested in February 2017 and their property was not returned to them by a detective assigned to Southwest Detective Division.",44,1800
16-0209,4/26/2016,38252603,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 4-12-16 at 6:00pm, they were falsely arrested and physically abused by officers assigned to the 14th District.",56,1400
18-0420,8/30/2018,,,,,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 4-2-18 at 9:10pm, they were physically abused by officers assigned to the 3rd District.",29,300
18-0408,8/20/2018,85100023,white,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,white,PHYSICAL ABUSE,"According to the complainant, on 8-14-18 at 11:30pm, they were falsely arrested by officers assigned to the 24th District.",32,2400
18-0363,7/26/2018,37632905,black,male,6002 MAJOR CRIMES UNIT,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,female,white,CRIMINAL ALLEGATION,"According to the complainant, on 11-11-17 at approximately 11:00am, a detective was harassed by a lieutenant assigned to the Major Crimes Unit.",,1600
18-0580,11/30/2018,38166257,black,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-25-18 at 6:50am, they were verbally abused and falsely detained by officers assigned to the 22nd District.",57,2200
18-0115,3/15/2018,84434491,white,male,1400 14TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 3-12-18 at 4:48pm, they were racially profiled by an officer assigned to the 14th District.",19,1400
16-0159,3/28/2016,48951227,white,male,5200 TRAFFIC DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,asian,UNPROFESSIONAL CONDUCT,"According to the complainant, on 03-18-16 at 9:37am, they were treated unprofessionally by an officer assigned to the 7th District.",51,700
20-0206,5/18/2020,53349878,black,male,3500 35TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,,DOMESTIC,"According to the complainant, on unspecified dates, they were abused and harassed by an officer assigned to the 35th District.",35,800
15-0693,11/20/2015,28918001,latino,female,4902 DETENTION ROOM,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,male,white,CRIMINAL ALLEGATION,"According to the complainant, on 11-7-15 at 9:30am, they are missing property after their release from police custody. The complainant was arrested by officers assigned to the 6th District.",31,600
19-0451,9/11/2019,41863328,white,male,0200 02ND DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 9-4-19 at 3:00 AM, they were stereotyped and legal documents falsified by an officer assigned to the 2nd District.",40,200
17-0183,4/21/2017,16865140,asian,male,0300 03RD DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,white,VERBAL ABUSE,"According to the complainant, on 4-12-17 at 7:18pm, they treated unprofessionally by officers assigned to the 3rd District.",53,300
20-0156,4/6/2020,99990102,white,male,1900 19TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-2-20 at 10:45 AM, departmental policies were violated and they were treated unprofessionally by a Sergeant and an Officer while in the confines of the 19th District.",26,1900
17-0429,8/23/2017,79967004,white,male,5900 EAST DETECTIVES,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 12-19-16 at 3:00pm, they did not receive proper service from officers assigned to the 25th District and East Detective Division.",51,2500
20-0260,6/9/2020,44857103,white,male,2400 24TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,white,PHYSICAL ABUSE,"According to the complainant, on 5-31-20 at 6:00 PM, they were physically assaulted by an officer assigned to the 24th District.",27,2400
18-0085,3/5/2018,71471826,white,male,0800 08TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,latino,DOMESTIC,"According to the complainant, on 2-28-18 at 10:30am, they were physically abused by a 911 call taker assigned to the Radio Room and officers assigned to the 8th District.",45,800
18-0544,11/12/2018,74429895,asian,male,3500 35TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 11-7-18 at 8:00pm, they were physically abused by an officer assigned to the 35th District.",27,3900
19-0624,11/22/2019,92150155,white,male,0900 09TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-19 at 6:45 PM, they were improperly stopped and searched, departmental policies were violated, and they were racially profiled by an officer assigned to the 9th District.",26,900
16-0397,8/22/2016,80691072,white,male,2400 24TH DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,female,black,LACK OF SERVICE,"According to the complainant, on 8-12-16 at 8:35pm, they did not receive proper service from a sergeant assigned to the 24th District.",26,2500
17-0185,4/17/2017,22282258,white,male,0800 08TH DISTRICT,VERBAL ABUSE,Sustained Finding,Guilty Finding,male,white,PHYSICAL ABUSE,"According to the complainant, on 4-11-17 at 8:30pm, they were physically abused by a sergeant assigned to the 8th District.",18,800
17-0483,10/2/2017,59280778,black,male,3900 39TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 9-14-17 at 7:15pm, departmental policies were violated by an off duty officer assigned to the 39th District. This incident occurred in the confines of the 14th District.",46,1400
19-0141,4/3/2019,28331949,white,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,latino,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-2-19 at 4:00 PM, their home was improperly searched by officers assigned to the 35th District.",70,14000
15-0521,9/3/2015,99650041,black,male,1500 15TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-28-15 at 10:00am, they were treated unprofessionally by an off duty officer assigned to the 15th District. This incident occurred in the confines of the 35th District.",33,3500
19-0253,5/28/2019,52065851,black,male,7700 AIRPORT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 5-23-19 at 7:08 AM, their civil rights were violated by officers assigned to the Airport Unit.",76,15400
19-0155,4/12/2019,90962602,white,male,5900 EAST DETECTIVES,INVESTIGATION ONGOING,Pending,Pending,male,latino,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 4-4-19 at 5:00pm, their civil rights were violated by a detective assigned to the East Detective Division. This incident occurred within the confines of the 15th District.",58,1500
16-0215,4/27/2016,,,,,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-26-16 at 6:13am, they were treated unprofessionally by officers assigned to the 16th District.",42,1500
17-0546,10/26/2017,10402261,latino,female,2200 22ND DISTRICT,LACK OF SERVICE,Sustained Finding,Guilty Finding,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, they were falsely detained by officers assigned to the 22nd District.",84,4600
16-0586,11/22/2016,66221391,white,male,1200 12TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,HARASSMENT,"According to the complainant, on 10-19-16, they were harassed by officers assigned to the 12th District.",34,1800
17-0194,5/1/2017,76921388,black,male,2500 25TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,latino,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-3-17 at 6:00pm, departmental policies were violated by officers assigned to the 25th District.",42,2500
18-0260,6/7/2018,47882806,latino,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 5-30-18 at 2:15pm, a sergeant, assigned to the 22nd District, treated them unprofessionally, was rude and dismissive of them.",,2200
15-0641,10/29/2015,40278894,white,male,0700 07TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,white,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-22-15 at 11:00pm, they were treated unprofessionally by an officer assigned to the 7th District.",22,700
18-0586,12/6/2018,90394231,white,male,3900 39TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,male,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 11-28-18 at 8:41pm, they were verbally abused by officers assigned to the 35th District.",30,3500
19-0398,8/15/2019,56579515,latino,male,3900 39TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",30,3900
17-0550,11/1/2017,89688188,black,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-25-17 at 4:00am, proper police procedures were not followed by unknown supervisors and officers in the 35th District.",51,3500
16-0523,10/21/2016,91568567,white,male,3500 35TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 10-14-16 at 6:40pm, they were physically abused by officers assigned to the 35th District.",40,3500
17-0601,11/30/2017,58139745,white,male,0300 03RD DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,latino,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-26-17 at 1:30am, their family member did not receive proper service from a detective assigned to Homicide.",52,300
15-0745,12/15/2015,53128778,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 11-19-15 at 8:40pm, their residence was improperly entered by officers assigned to the 14th District.",32,1400
17-0294,6/14/2017,35134546,white,male,1400 14TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 6-1-17 at 7:05pm, they were assaulted, harassed and threatened by an officer assigned to the 14th District.",49,1400
19-0303,6/25/2019,80868570,asian,male,6400 NORTHEAST DET,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-12-19 at 5:00 PM, they did not receive proper service from a detective assigned to the Northeast Detective Division while in the confines of the 15th District.",25,1500
18-0261,6/7/2018,52126962,white,male,2600 26TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 5-30-18, an officer and an lieutenant assigned to the 26th District did not provide them with proper service.",49,2600
19-0068,2/21/2019,91728727,latino,female,9807 SUMMER INITIATIVE,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-18-19 at 4:10 pm, officers assigned to the 22nd District did not follow proper police procedures.",47,2200
19-0360,7/25/2019,60193673,white,male,0800 08TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 7-22-19 at 1:00 PM, they did not receive proper service from an officer assigned to the 8th District.",41,800
18-0427,8/30/2018,69011403,white,male,1900 19TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 8-12-18, proper police service was not provided to them by officers assigned to the 19th District.",22,1900
16-0490,10/11/2016,,,,,REFERRED TO OTHER AGENCY/C.A.P. INVESTIGATION,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, since August 2015, they have not received proper service from officers assigned to the 35th District.",67,3500
18-0482,10/3/2018,95010206,white,male,0200 02ND DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,latino,PHYSICAL ABUSE,"According to the complainants, on 9-29-18 at 12:40am, they were threatened with a firearm and racially profiled by assigned to the 2nd District",65,600
17-0510,10/12/2017,47490388,white,male,9807 SUMMER INITIATIVE,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,VERBAL ABUSE,"According to the complainant, on 10-6-17 at 1:38pm, they were verbally abused by officers assigned to the 12th District.",40,1200
20-0060,2/12/2020,85803491,latino,male,0600 06TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,white,UNPROFESSIONAL CONDUCT,"According to the complainant, on 2-9-20 at 3:00 AM, they were treated unprofessionally by officers assigned to the 6th District.",27,600
17-0254,5/26/2017,52298623,white,male,2400 24TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-19-17 at 11:20pm, they were physically abused and their property is missing after arrested by officers assigned to the 24th District.",23,2400
19-0142,4/8/2019,67593995,white,male,3900 39TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-26-19 at 9:44 PM, they were improperly stopped/detained and racially profiled by officers assigned to the 39th District.",62,7800
16-0121,3/10/2016,47313062,white,male,1700 17TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-22-16 at 9:30pm, they were was improperly searched and harassed by officers assigned to the 18th District.",33,1700
17-0643,12/28/2017,97023965,white,male,1500 15TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 12-26-17 at 7:00pm, they were falsely detained, physically and verbally abused by officers assigned to the 15th District.",26,1500
19-0007,1/11/2019,18809549,white,male,5900 EAST DETECTIVES,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-17-18 at 12:35 pm, their property was not returned to them after interaction with officers assigned to the 25th District.",16,2500
19-0380,8/8/2019,15885297,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-3-19 at 8:20 PM, they were verbally abused by officers assigned to the 39th District.",46,3900
18-0191,4/23/2018,50050889,black,male,6500 SOUTHWEST DET,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 4-15-18, they were verbally abused and treated unprofessionally by a detective assigned to Southwest Detective Division.",32,1800
18-0607,12/21/2018,39556028,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,white,CRIMINAL ALLEGATION,"According to the complainant, on 12-13-18 at 4:39pm, they are missing property after being arrested by officers assigned to the 35th District.",34,3500
17-0377,7/20/2017,60611497,white,male,0800 08TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,LACK OF SERVICE,"According to the complainant, on 4-15-17 at 4:45pm, they did not receive proper service from a supervisor and officer assigned to the 8th District.",49,800
17-0122,3/20/2017,69311639,black,male,3900 39TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, sometime in the summer months of 2011, unknown officers did not follow proper police procedure. This incident occurred in the confines of the 26th District.",39,2600
17-0069,2/20/2017,49858629,white,male,3500 35TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-21-16, they did not receive proper service from and was treated unprofessionally by a sergeant assigned to the 35th District.",68,1800
